Cluster,Customer_Persona,PC1,PC2,PC3,Recency,Frequency,Total_Spent,Avg_Price_Paid,Total_Items_Bought,Avg_Items_In_Cart
3,The Bulk Value Shoppers,0.5717307155911682,0.058151195955508765,-0.4927760190958154,581,1,1334.25,444.75,3,6.0
0,The Minimalist One-Timers,-0.9087220914288785,0.31288620829526087,-0.08464720837685766,269,1,657.07,657.07,1,4.0
0,The Minimalist One-Timers,-0.9781581908009512,0.5953822389248993,-0.7041622501472938,474,1,369.2,184.6,2,7.0
3,The Bulk Value Shoppers,0.1563185731641937,0.37851546835464084,-2.2445260302553773,806,1,1314.24,328.56,4,4.0
3,The Bulk Value Shoppers,0.5087275656742538,-0.136957933797035,-0.5663574495271894,731,1,1500.24,500.08,3,6.0
3,The Bulk Value Shoppers,1.3019617755536899,3.798795762135946,0.25177892068290597,669,1,869.8,173.96,5,8.0
1,The Premium High-Rollers,0.6338377404195712,-0.4253850786501428,0.10843302352054426,151,1,1052.36,263.09,4,8.0
0,The Minimalist One-Timers,-1.4530171879135103,-0.8050942191247483,-0.09671547803052674,690,1,303.6,303.6,1,5.0
0,The Minimalist One-Timers,-2.1099219684312005,-0.3992140713459466,-0.4351935130981789,89,1,268.56,134.28,2,2.0
1,The Premium High-Rollers,2.5786610795874387,-0.34230893151698105,-0.5585699853646878,786,1,1872.9,374.58,5,10.0
1,The Premium High-Rollers,2.568915086887456,-1.01188020661049,0.4593868516173735,266,1,2612.52,653.13,4,8.0
2,The Fresh Prospects,-1.0217631389149957,1.3647993824202813,1.0723145507273202,15,1,463.11,154.37,3,4.0
1,The Premium High-Rollers,0.9398378334028512,-0.3524869896478467,-1.6725669797731544,240,1,1181.9,236.38,5,7.0
1,The Premium High-Rollers,3.9464088259708063,-1.2828117626510893,0.7231226436963087,315,1,3267.35,653.47,5,10.0
1,The Premium High-Rollers,0.9090102157947578,-0.5320015099467799,-2.1012682143734494,865,1,1040.85,208.17,5,6.0
3,The Bulk Value Shoppers,0.651308245737182,0.9956977341597807,0.7990484502997689,340,1,1390.58,695.29,2,6.0
1,The Premium High-Rollers,1.1953273732789282,-0.032146148579460666,-0.4704864567657985,218,1,1619.73,539.91,3,8.0
3,The Bulk Value Shoppers,0.27427894810491793,0.30057344049825924,-0.8376742154154672,146,1,474.25,94.85,5,6.0
1,The Premium High-Rollers,2.1434664416336653,0.06464135962588197,-0.10613103441982671,399,1,2104.9,420.98,5,7.0
0,The Minimalist One-Timers,-2.326311753946982,-0.06875500706264435,-1.7795010010722168,597,1,70.32,70.32,1,4.0
1,The Premium High-Rollers,2.336061463819581,-0.05202155278008264,0.20427254318585403,368,1,2462.6,615.65,4,9.0
1,The Premium High-Rollers,2.3808317809860435,-2.2599546822168417,0.36871353289156694,630,1,2513.55,502.71,5,7.0
1,The Premium High-Rollers,0.4158429248288683,-0.30686487516037453,0.513183113198035,771,1,1293.38,646.69,2,7.0
1,The Premium High-Rollers,0.6311596964154731,0.00036599072680386824,0.5049132154630261,49,1,1714.59,571.53,3,6.0
0,The Minimalist One-Timers,-2.4600204538405874,-1.0341159128879205,-1.5816444974282073,450,1,277.09,277.09,1,2.0
0,The Minimalist One-Timers,-2.871729294944574,1.065383989066417,0.7741354571252269,44,1,23.53,23.53,1,2.0
2,The Fresh Prospects,-2.024885217518913,0.15398761811295938,2.605731180302981,125,1,29.86,14.93,2,4.0
1,The Premium High-Rollers,1.524858904343972,0.23026119012630605,0.1726026181541854,428,1,1895.44,473.86,4,7.0
3,The Bulk Value Shoppers,-0.9527921046310049,1.0442131585897203,-0.8689261105805184,420,1,303.32,151.66,2,6.0
2,The Fresh Prospects,0.5764486258100778,-0.4855072924503175,2.3594897653812117,731,1,1670.97,556.99,3,4.0
3,The Bulk Value Shoppers,-0.11899165177289887,2.286812417537483,-0.5314188252766956,146,1,395.88,131.96,3,8.0
3,The Bulk Value Shoppers,-0.7280811350137297,2.555727444712943,0.13708055777951286,118,1,258.87,86.29,3,6.0
0,The Minimalist One-Timers,-2.1254005849899396,-1.9782136592956336,1.3670540060708618,232,1,620.21,620.21,1,1.0
3,The Bulk Value Shoppers,-0.3663835964445015,0.3548220787327589,-0.5273805389848779,888,1,1067.62,533.81,2,3.0
1,The Premium High-Rollers,0.5988044428866629,-1.2493199829239146,0.6864919821437263,734,1,1768.68,589.56,3,6.0
2,The Fresh Prospects,-0.0691619088490162,-0.8116066867795783,1.968964586246905,159,1,1503.9,501.3,3,3.0
2,The Fresh Prospects,0.6773073029114707,2.029108289239833,2.6866327109957657,274,1,478.75,95.75,5,8.0
2,The Fresh Prospects,-1.0839491015381997,0.31590644298846704,1.4163304478964418,843,1,687.98,343.99,2,4.0
3,The Bulk Value Shoppers,-0.29431988593223307,1.3266128936140933,-0.38182156065168704,397,1,60.04,15.01,4,6.0
0,The Minimalist One-Timers,-0.3150014956297035,-0.15085398881895892,-0.8229469608664521,753,1,788.6,394.3,2,6.0
0,The Minimalist One-Timers,-3.1567186863112053,0.13177759365798222,-0.8668695786765086,353,1,24.48,24.48,1,1.0
0,The Minimalist One-Timers,-1.9071904152831,-0.08831064818952478,0.23545356272770018,111,1,448.74,224.37,2,3.0
0,The Minimalist One-Timers,-3.1137007169669224,-0.7443333324529169,-0.9986159415749608,155,1,150.17,150.17,1,1.0
3,The Bulk Value Shoppers,0.5029466032851347,2.2174238629730882,0.11656695150666016,776,1,1406.22,468.74,3,4.0
0,The Minimalist One-Timers,-2.5995897583534804,0.3011020654336591,-0.9557188486122222,754,1,191.76,191.76,1,1.0
2,The Fresh Prospects,0.20738346643819325,0.5206143158133932,1.7415013870389209,313,1,1222.88,305.72,4,5.0
2,The Fresh Prospects,-0.33063926530325133,-0.23454958348983265,1.790056535469969,385,1,194.44,48.61,4,7.0
0,The Minimalist One-Timers,-2.2125026401849515,-1.4283397889888434,-1.038754495655645,614,1,460.13,460.13,1,1.0
3,The Bulk Value Shoppers,2.028635379262152,1.8842008245977417,0.186234693411531,523,1,1923.45,384.69,5,6.0
0,The Minimalist One-Timers,-1.368666098699697,-1.403356395866591,0.3972893178120712,387,1,401.82,401.82,1,5.0
0,The Minimalist One-Timers,-1.4195222442355668,1.3648027880696445,0.3441302652019614,76,1,61.62,20.54,3,3.0
1,The Premium High-Rollers,2.34126618091769,-1.9877513500625057,-0.18386367396961392,561,1,2790.0,697.5,4,7.0
2,The Fresh Prospects,-0.2975071826782827,2.233429873955683,2.0485221175558084,650,1,798.64,399.32,2,6.0
0,The Minimalist One-Timers,-0.8084098684857985,-0.7873026958217216,0.004042539310682023,72,1,877.24,438.62,2,3.0
3,The Bulk Value Shoppers,-0.6058676930555664,1.742055575248226,-1.2683834432585475,589,1,568.32,189.44,3,4.0
2,The Fresh Prospects,-0.5041005727986428,-0.007214687616515734,1.8389587698207486,470,1,1067.9,533.95,2,5.0
0,The Minimalist One-Timers,-2.749085807304446,-0.9420477251752731,0.3559021093470682,331,1,133.39,133.39,1,2.0
2,The Fresh Prospects,-0.6738730863913047,0.38950965099544327,1.1858061844117505,635,1,612.36,153.09,4,4.0
0,The Minimalist One-Timers,-0.8358720814442095,-0.6945696463488569,-0.03912141869504873,66,1,382.23,127.41,3,7.0
3,The Bulk Value Shoppers,-0.5946458409596684,0.5620672907885059,-0.5290442133476309,310,1,933.99,311.33,3,3.0
2,The Fresh Prospects,-2.1536551593717306,-1.3647790241751232,1.73099462597269,641,1,427.06,427.06,1,1.0
3,The Bulk Value Shoppers,-0.8175392089096097,1.4476630306203568,-0.9478461174011579,571,1,267.1,133.55,2,7.0
1,The Premium High-Rollers,2.5259399212518545,-2.071427052938502,0.1456408310792875,69,1,2551.16,637.79,4,9.0
0,The Minimalist One-Timers,-2.483789841811221,0.45505363841623653,-0.41460993313759004,79,1,201.58,201.58,1,2.0
2,The Fresh Prospects,-1.273718988637298,-1.1532927596931326,1.1871357295857052,295,1,586.44,586.44,1,5.0
3,The Bulk Value Shoppers,0.11187113768692832,0.2030944133569562,-1.4966509097899448,384,1,918.87,306.29,3,7.0
1,The Premium High-Rollers,1.5012471791459134,0.023454924396191176,1.7296182551678527,17,1,1614.32,403.58,4,9.0
0,The Minimalist One-Timers,-2.11362727519566,-0.21090982354751184,0.12451106747674337,527,1,278.66,278.66,1,2.0
3,The Bulk Value Shoppers,0.8753607336888951,-0.029943197060654774,-1.2889810328196136,642,1,1333.9,266.78,5,5.0
0,The Minimalist One-Timers,-1.2121349103210395,-0.7649575117422849,0.4260821345148945,884,1,654.27,654.27,1,2.0
3,The Bulk Value Shoppers,0.10788279936351358,2.049341067304561,-0.8021806952372106,603,1,167.6,41.9,4,9.0
3,The Bulk Value Shoppers,0.5179618349303075,-0.23588296662383126,-2.2393320876944385,440,1,916.4,229.1,4,8.0
0,The Minimalist One-Timers,-1.3524350074972267,-0.18718695188927667,-0.7562776882813307,781,1,583.99,583.99,1,2.0
0,The Minimalist One-Timers,-0.9754807214302751,-2.1460324880257846,0.273252355038594,570,1,507.36,253.68,2,6.0
1,The Premium High-Rollers,1.6472649250553275,-0.6986902480843409,-1.6802379167506114,363,1,2042.32,510.58,4,7.0
1,The Premium High-Rollers,1.125836590096602,0.08256630911123963,0.5698755754090493,3,1,1764.15,588.05,3,8.0
3,The Bulk Value Shoppers,0.6462946547220355,1.818901580512239,-1.4780856058524434,402,1,569.35,113.87,5,6.0
1,The Premium High-Rollers,2.185143315951631,-1.384769245486321,1.2535641107446476,241,1,2600.16,650.04,4,6.0
0,The Minimalist One-Timers,-0.5656322524288552,-0.2926279057257407,-0.10141027395905375,206,1,655.09,655.09,1,6.0
0,The Minimalist One-Timers,-1.0425545110548045,-0.3968639152143339,0.7599365209638655,720,1,693.41,693.41,1,4.0
0,The Minimalist One-Timers,-2.2769339434845093,-0.6256705211341552,-0.6907055878608325,879,1,178.44,178.44,1,2.0
1,The Premium High-Rollers,1.4231802438622287,-1.3795814689009933,-0.05149466187142469,587,1,2037.52,509.38,4,6.0
0,The Minimalist One-Timers,-1.724247267002811,-2.27240297863905,-0.28275390905780007,124,1,628.89,628.89,1,2.0
3,The Bulk Value Shoppers,-0.4207209931260393,1.621258441835199,0.12749570088326842,328,1,701.44,175.36,4,4.0
3,The Bulk Value Shoppers,0.5686248959756249,-0.4434242272564178,-2.327131992301564,138,1,795.24,198.81,4,9.0
1,The Premium High-Rollers,0.9558354146990418,-1.6230081112176526,1.7944236002377798,126,1,1985.67,661.89,3,6.0
0,The Minimalist One-Timers,-2.303812638888797,0.9944988471955559,-0.5373784887914951,565,1,249.81,249.81,1,1.0
0,The Minimalist One-Timers,-1.8648768831428222,0.9953237232538154,-1.7762508407740856,623,1,11.39,11.39,1,6.0
1,The Premium High-Rollers,1.9302678569859972,-0.920101394567629,1.7524285265652106,581,1,1874.95,374.99,5,9.0
0,The Minimalist One-Timers,-0.1604385419144381,-1.5710142186193987,-0.39073867029042025,399,1,1210.52,605.26,2,4.0
2,The Fresh Prospects,-0.39104731473049564,0.2079909598850348,1.745324166656043,196,1,852.44,426.22,2,7.0
2,The Fresh Prospects,-1.0331924565239534,1.3290761739506567,2.264607660450849,288,1,993.24,496.62,2,2.0
0,The Minimalist One-Timers,-2.4584574300083086,1.599930823878644,-1.0971875959526245,861,1,65.45,65.45,1,2.0
0,The Minimalist One-Timers,-1.2840082472977201,-0.18680616652790197,-1.0803755060243554,661,1,824.28,412.14,2,2.0
1,The Premium High-Rollers,2.498056985271089,0.11576908382524842,1.4719484340107343,341,1,2715.8,543.16,5,6.0
1,The Premium High-Rollers,1.909165296756359,-0.2149495998264577,-1.793658263298643,577,1,2223.8,444.76,5,7.0
2,The Fresh Prospects,-1.372521993970326,0.37072592421391304,1.6932313001355095,433,1,883.08,441.54,2,2.0
3,The Bulk Value Shoppers,0.58059195841293,1.139721820170715,-1.2355563919457244,184,1,241.9,48.38,5,9.0
2,The Fresh Prospects,-0.0290050674717481,0.7634975078276734,2.6245902543321087,30,1,1584.42,528.14,3,3.0
1,The Premium High-Rollers,1.7842773877655078,-0.4553755929230859,-1.2154323176754303,865,1,1852.16,463.04,4,9.0
1,The Premium High-Rollers,0.2301234255114971,-0.8736720479886562,-0.05830794714188284,283,1,1270.59,423.53,3,6.0
1,The Premium High-Rollers,0.8874759677298357,-2.0235669748502434,-0.6225955775071591,62,1,1738.65,579.55,3,8.0
3,The Bulk Value Shoppers,0.5457764854787943,-0.4245518867595142,-1.4221227654630961,386,1,1687.65,562.55,3,6.0
0,The Minimalist One-Timers,-1.839830385489042,-0.03405467949110664,-1.0226096001830667,624,1,273.19,273.19,1,5.0
1,The Premium High-Rollers,2.2745920457412456,0.24871661036454143,-0.6432145475004837,881,1,2355.4,588.85,4,7.0
1,The Premium High-Rollers,1.4965840066694303,-0.9566245552257385,-0.7942663894843673,822,1,1978.71,659.57,3,6.0
1,The Premium High-Rollers,1.514870782616788,-0.2124206008663139,-0.08686737291729993,783,1,2307.48,576.87,4,5.0
2,The Fresh Prospects,-1.255155302786374,0.637436829915756,2.4647570164441674,337,1,604.87,604.87,1,4.0
2,The Fresh Prospects,-2.702021996375576,0.6914463261134736,1.8921365227280253,85,1,254.12,254.12,1,1.0
1,The Premium High-Rollers,2.4268965203906037,0.27265095032056796,0.12154029874672093,125,1,2519.52,629.88,4,8.0
3,The Bulk Value Shoppers,0.6768111988884182,0.8050265368417312,-1.0172086003706127,343,1,950.55,190.11,5,7.0
2,The Fresh Prospects,-2.0887364226476817,1.630724614045878,1.092633899532679,883,1,99.24,49.62,2,2.0
0,The Minimalist One-Timers,-0.9476826372633208,-0.20205731130896917,-0.6774151036546354,841,1,372.8,372.8,1,6.0
0,The Minimalist One-Timers,-2.79871155015215,-0.17692247678510883,0.9098948854346575,94,1,68.39,68.39,1,3.0
0,The Minimalist One-Timers,-0.20710207077762957,-0.6455103291475801,0.27516931075564743,117,1,132.15,26.43,5,5.0
0,The Minimalist One-Timers,-2.3375234391459463,-0.8906894024560316,-0.0036719848501805233,458,1,211.14,211.14,1,1.0
0,The Minimalist One-Timers,-1.284559314882176,-0.9621450392727006,-0.19893815570508455,197,1,639.82,319.91,2,3.0
0,The Minimalist One-Timers,-0.4142370806598508,-1.7223599245415089,0.33823319475147917,55,1,1395.86,697.93,2,2.0
3,The Bulk Value Shoppers,0.43711033614378486,-0.07127483139526629,-0.19809172302934255,382,1,1546.92,386.73,4,4.0
2,The Fresh Prospects,-0.7844434036492197,0.03298298791267829,1.639032852776051,833,1,634.94,634.94,1,5.0
1,The Premium High-Rollers,0.5352152877604567,-0.47255467879146434,0.1484852519828044,888,1,1199.72,599.86,2,7.0
3,The Bulk Value Shoppers,0.7851472218438187,1.7692588056652718,-0.4553326816124269,436,1,1327.6,331.9,4,5.0
1,The Premium High-Rollers,2.5321754706881996,-0.7703275922793944,-2.2317612858012175,765,1,3119.05,623.81,5,6.0
3,The Bulk Value Shoppers,0.2888371799966882,0.04952312668705133,-0.28078047467216594,37,1,331.55,66.31,5,7.0
0,The Minimalist One-Timers,-1.070399431577476,0.13471119899762096,-2.0380471652313994,303,1,671.1,223.7,3,3.0
3,The Bulk Value Shoppers,-0.19758344164468974,0.4685387067809788,-0.9470861001847807,867,1,258.76,64.69,4,7.0
1,The Premium High-Rollers,0.37470689915853617,-1.1660910208389716,-0.015805863873168038,218,1,1660.71,553.57,3,4.0
1,The Premium High-Rollers,2.406207818956085,-2.0692672974611566,-1.3769346996567986,374,1,2894.15,578.83,5,6.0
3,The Bulk Value Shoppers,0.5591362680566077,-0.21121883073690131,-0.7719170832378149,303,1,1308.48,327.12,4,4.0
2,The Fresh Prospects,-2.06588078424421,0.4111394300405182,1.7559405772771357,449,1,427.82,427.82,1,2.0
2,The Fresh Prospects,3.1769591428946384,6.4657013560054715,5.328917613196806,120,2,1248.39,203.72500000000002,7,5.5
3,The Bulk Value Shoppers,1.2405268247686185,0.3132553585938375,-2.3620712793400847,671,1,939.85,187.97,5,9.0
1,The Premium High-Rollers,3.87095301390956,-0.8518149345830069,-1.2134161403785302,477,1,3137.15,627.43,5,10.0
1,The Premium High-Rollers,3.7898128766369057,-0.4716307225469208,-1.1030119387992379,665,1,3267.3,653.46,5,9.0
2,The Fresh Prospects,-0.22600007681244966,-0.45551356160306383,1.4602996924057925,750,1,869.94,434.97,2,7.0
3,The Bulk Value Shoppers,0.11730911814820605,-0.24018586763150543,-0.655525968180534,218,1,717.24,239.08,3,8.0
0,The Minimalist One-Timers,-0.5420845918179045,-0.6299370154572548,-1.3734698388024007,633,1,1069.82,534.91,2,5.0
3,The Bulk Value Shoppers,-0.5634311935640263,1.0938344431647957,-0.08519991150354607,395,1,926.94,308.98,3,3.0
3,The Bulk Value Shoppers,1.9921336902952456,1.894768768918604,-0.36776563464289497,270,1,2107.2,421.44,5,5.0
1,The Premium High-Rollers,3.5270971370552,-0.7587462615504228,-1.0700206617628556,532,1,3075.5,615.1,5,10.0
0,The Minimalist One-Timers,-1.8481493833327134,1.5806838867424373,-1.1141458906259376,708,1,75.78,75.78,1,5.0
0,The Minimalist One-Timers,-2.625339327454373,0.7842723239723189,-1.2708623072833634,304,1,45.94,45.94,1,2.0
3,The Bulk Value Shoppers,-2.0015323211805023,2.49252095453451,-1.114156023175343,678,1,86.3,43.15,2,3.0
1,The Premium High-Rollers,1.2672042748925354,-1.6798890639649489,-1.6075506714026035,597,1,1963.62,654.54,3,7.0
3,The Bulk Value Shoppers,-0.22840279449191173,1.1736568753931818,0.19861295298710643,651,1,728.32,182.08,4,4.0
1,The Premium High-Rollers,0.5437899270365139,-1.8504645720473876,-0.781684663878243,674,1,1894.92,631.64,3,3.0
0,The Minimalist One-Timers,-2.244255684006597,-1.9098957192618728,-1.23593607339062,801,1,305.17,305.17,1,3.0
1,The Premium High-Rollers,3.6067395765971733,-0.9644059548450149,-0.5778502098686422,246,1,3253.6,650.72,5,8.0
0,The Minimalist One-Timers,-2.133324721575551,-0.8265943059396219,-0.9794175130876549,182,1,388.33,388.33,1,2.0
1,The Premium High-Rollers,0.5764308922107171,-2.059157374535339,0.18226357276695945,595,1,1842.45,614.15,3,3.0
0,The Minimalist One-Timers,-1.2781455769308754,-0.6931637786921827,-1.1481725694835485,854,1,877.52,438.76,2,2.0
0,The Minimalist One-Timers,-0.6346926739719446,-0.12814515216060415,-0.6361975013698526,144,1,761.94,253.98,3,3.0
3,The Bulk Value Shoppers,-0.7964303749816918,2.02383601117977,0.10906536049861543,717,1,671.37,223.79,3,3.0
3,The Bulk Value Shoppers,0.04363131217217542,0.56705743344153,-0.6719362356005126,661,1,745.64,186.41,4,6.0
0,The Minimalist One-Timers,-0.44449768850274785,-0.296204778550356,-0.21601840380348517,689,1,847.76,423.88,2,7.0
3,The Bulk Value Shoppers,-0.48591415060927806,1.8119030130209444,-1.1644844525598805,759,1,151.04,37.76,4,7.0
0,The Minimalist One-Timers,-1.2392925741064869,-0.19555019507631546,0.2589807191839723,616,1,491.72,245.86,2,4.0
0,The Minimalist One-Timers,-0.4178843453314562,-0.4275397013516878,0.10655216606464649,529,1,1036.46,518.23,2,5.0
0,The Minimalist One-Timers,-1.555168609401208,-0.5796021474640021,-0.40554596931686004,713,1,432.47,432.47,1,4.0
0,The Minimalist One-Timers,0.13950139803033493,-0.46193835119364585,0.23692753143298423,20,1,1303.35,434.45,3,4.0
1,The Premium High-Rollers,2.121301697924069,-0.620338603780743,-0.341644919385296,617,1,2380.05,476.01,5,7.0
1,The Premium High-Rollers,1.1014127710991577,-0.2036498868265487,-0.577314964725327,478,1,1349.3,269.86,5,6.0
1,The Premium High-Rollers,1.2802304736983388,-0.7405726226835304,-1.3164032114917559,384,1,1361.2,340.3,4,8.0
0,The Minimalist One-Timers,-0.9411311274545044,-1.1658498230405092,-0.30860534372145515,576,1,362.46,120.82,3,5.0
0,The Minimalist One-Timers,-0.6319835309358881,-1.1342057315836795,-0.2541041426168285,419,1,546.86,273.43,2,7.0
0,The Minimalist One-Timers,0.196381603235284,-1.1855328546545736,-1.6215243865269247,851,1,1178.55,392.85,3,6.0
3,The Bulk Value Shoppers,0.8876831170621226,1.691980309396585,-0.3373261388562979,393,1,1302.65,260.53,5,5.0
1,The Premium High-Rollers,2.3040128725700435,-0.2384797701625818,0.13788090323143298,193,1,2060.76,515.19,4,9.0
0,The Minimalist One-Timers,-1.67826002369174,-0.07220668001732318,-2.042257390328728,712,1,419.88,209.94,2,3.0
0,The Minimalist One-Timers,-1.805713535482127,0.4311731173978402,-0.37556601058137296,517,1,155.27,155.27,1,6.0
1,The Premium High-Rollers,0.7359086509860299,0.07310468752957189,0.4796598848532037,64,1,1915.5,638.5,3,4.0
3,The Bulk Value Shoppers,0.8051714846659574,1.6071027736586223,-1.2980778352134106,679,1,1046.0,209.2,5,6.0
3,The Bulk Value Shoppers,0.2959682737238336,1.3104067674651791,-1.5016942745158524,864,1,405.28,101.32,4,7.0
0,The Minimalist One-Timers,-1.0859953901357786,0.9842571509886447,-0.3196665034476333,258,1,361.0,180.5,2,6.0
1,The Premium High-Rollers,7.910417078688654,-0.25761290715565166,3.178618627663774,387,2,5723.23,630.6300000000001,9,7.0
0,The Minimalist One-Timers,-1.6919592009833742,-1.106713966976097,0.4754211662041333,349,1,532.89,532.89,1,2.0
1,The Premium High-Rollers,0.764850785278297,-0.05919650595473836,-0.13186498747673012,289,1,1671.56,417.89,4,4.0
1,The Premium High-Rollers,2.338797776910079,-1.7128680019882512,1.9314891418349056,303,1,2021.95,404.39,5,10.0
0,The Minimalist One-Timers,-2.3413138651084466,-0.4164947538665302,-0.8588370890371444,301,1,287.46,287.46,1,3.0
1,The Premium High-Rollers,0.26310823576567566,-0.8551212410831361,-0.07725005425826884,719,1,994.38,331.46,3,6.0
1,The Premium High-Rollers,2.75631903611124,-0.25198760601404036,0.23917162284959256,614,1,3032.6,606.52,5,6.0
0,The Minimalist One-Timers,-0.9362183696118388,-0.14151811982489712,-0.3805213681772198,509,1,546.19,546.19,1,5.0
2,The Fresh Prospects,0.5107439768790856,1.021333834476216,1.508681595353706,677,1,226.55,45.31,5,8.0
1,The Premium High-Rollers,1.2022952633676698,-0.4972355290201251,1.2539568918855186,839,1,1737.68,434.42,4,6.0
3,The Bulk Value Shoppers,1.1094208887939256,1.8373501394055394,-1.015220708974532,438,1,931.4,186.28,5,8.0
0,The Minimalist One-Timers,-2.1603953222702974,-1.1369131279166336,-0.9584795937312333,313,1,417.1,417.1,1,3.0
0,The Minimalist One-Timers,-1.716347787458772,0.5829927452188818,-0.8068768265810192,687,1,427.66,213.83,2,2.0
0,The Minimalist One-Timers,-1.5810969434356943,-0.04970685399394526,-0.3346474636915333,714,1,473.96,473.96,1,3.0
1,The Premium High-Rollers,0.8059772822940069,-0.1845488660584926,0.059743937202911344,249,1,1704.15,568.05,3,6.0
2,The Fresh Prospects,-2.192724442843185,-1.1366936676675605,2.6559242396368843,47,1,558.27,558.27,1,1.0
3,The Bulk Value Shoppers,-1.8512364559432766,2.1408060399801876,-0.42295633657304854,876,1,76.93,76.93,1,6.0
1,The Premium High-Rollers,0.6697354104186418,-0.35104864990359524,0.5916198534023532,584,1,2078.13,692.71,3,3.0
1,The Premium High-Rollers,1.5842127096002643,-1.1584542037504804,-0.1363524345760371,122,1,2161.32,540.33,4,6.0
0,The Minimalist One-Timers,-2.0317231389672203,0.2152452393725459,0.13541807622441399,166,1,65.95,65.95,1,5.0
0,The Minimalist One-Timers,-1.914641275089535,-0.7448835582223954,0.6322697570232728,578,1,465.33,465.33,1,2.0
3,The Bulk Value Shoppers,1.3792926527950187,1.4895374359295162,-1.7404349927416913,339,1,946.25,189.25,5,10.0
0,The Minimalist One-Timers,-2.226026299756418,0.5520866617520341,0.1375266540082303,551,1,217.56,217.56,1,3.0
3,The Bulk Value Shoppers,-0.8832528760035276,0.9071900879329182,-0.5039647848960074,531,1,597.06,298.53,2,5.0
0,The Minimalist One-Timers,-2.6296445732874902,-0.5736896650735896,-1.3776653085280335,351,1,75.01,75.01,1,3.0
1,The Premium High-Rollers,1.6489138860131285,-0.8407198429713015,0.0002420420797756039,672,1,2073.6,518.4,4,7.0
3,The Bulk Value Shoppers,-0.2321632976897104,0.22044582197292073,-0.3754452893615253,844,1,1039.56,346.52,3,3.0
3,The Bulk Value Shoppers,0.31842911150044445,0.48589187837330494,-1.6170058220406276,495,1,363.2,72.64,5,7.0
0,The Minimalist One-Timers,-1.9937315815109469,1.0439311333465613,-1.7086111493817768,278,1,185.82,92.91,2,3.0
0,The Minimalist One-Timers,0.07701288738385324,-1.487141597606932,-0.09340767167041839,29,1,479.36,119.84,4,8.0
2,The Fresh Prospects,-1.2367632216604196,-0.4937321373648445,2.250646967251618,680,1,613.98,613.98,1,4.0
0,The Minimalist One-Timers,-1.2652981354476678,-0.38742496056246906,0.15944298762841622,299,1,541.64,541.64,1,5.0
0,The Minimalist One-Timers,-1.4254655679318404,-0.2724203545280319,-0.6602978334434106,217,1,423.64,211.82,2,4.0
0,The Minimalist One-Timers,-1.056377004059346,-0.6089177137878852,-1.978316454138891,844,1,603.76,301.88,2,5.0
3,The Bulk Value Shoppers,-0.02665702138684209,0.14677723050712774,-0.20163715794705647,198,1,697.96,174.49,4,5.0
2,The Fresh Prospects,-0.20463087285648165,0.46799089482096234,0.5284675726113094,879,1,1081.98,360.66,3,5.0
2,The Fresh Prospects,-0.7363786080313686,-0.7301782631854812,1.1706769659675402,218,1,489.39,163.13,3,5.0
3,The Bulk Value Shoppers,0.53450976240218,1.6482155251651462,-1.3782119906603774,157,1,868.52,217.13,4,8.0
3,The Bulk Value Shoppers,0.09494536489241483,1.1107712714618447,0.3927187896483646,303,1,1105.26,552.63,2,7.0
3,The Bulk Value Shoppers,1.1519546752630534,0.8442949923303513,-1.3202085302333348,106,1,287.25,57.45,5,10.0
3,The Bulk Value Shoppers,-1.2894357611546745,1.866120370037169,-0.5940012507777053,819,1,381.61,381.61,1,5.0
0,The Minimalist One-Timers,0.0665279909149138,-0.816510030197338,-0.7995485366877925,154,1,1347.39,449.13,3,5.0
2,The Fresh Prospects,-0.2787294334149445,0.13837727256967258,0.8637962173417654,456,1,737.92,184.48,4,4.0
1,The Premium High-Rollers,1.3264077944576218,-0.8631183713341554,0.1850448063102433,330,1,1709.52,569.84,3,8.0
1,The Premium High-Rollers,2.026897848095242,0.014321248039660275,-1.0493633873704447,767,1,1203.05,240.61,5,10.0
1,The Premium High-Rollers,1.4221584190001415,0.15146826960072504,-0.9163321741598188,780,1,747.75,149.55,5,9.0
1,The Premium High-Rollers,1.7144105490297097,-1.0801036842031653,0.2480287216634869,687,1,2138.28,534.57,4,6.0
3,The Bulk Value Shoppers,-0.407573604490187,0.7820288723436793,-0.769430879470114,370,1,429.96,107.49,4,5.0
3,The Bulk Value Shoppers,0.7100191993425555,1.1925266164063864,0.03485295364264057,567,1,1472.76,490.92,3,5.0
0,The Minimalist One-Timers,-0.8072998851984995,-0.19606882443810916,-1.450139079867927,745,1,712.7,356.35,2,6.0
3,The Bulk Value Shoppers,-1.097639243887933,1.827415842378152,-1.0840228465205786,630,1,160.8,53.6,3,4.0
1,The Premium High-Rollers,1.3431479028576383,-1.1824014909407274,-1.5456649608765378,212,1,2099.79,699.93,3,7.0
0,The Minimalist One-Timers,-0.949083914277269,-1.7836109898510546,0.19347335022704126,376,1,641.36,320.68,2,5.0
3,The Bulk Value Shoppers,1.1196296307903282,2.278392549635756,0.07634737069686223,608,1,1193.44,298.36,4,8.0
3,The Bulk Value Shoppers,-1.0408589923230107,0.9866306287228314,-1.3837878831636632,432,1,482.98,241.49,2,7.0
0,The Minimalist One-Timers,-1.2695599752225188,-0.22384399954017195,0.2617021977067494,433,1,612.81,204.27,3,4.0
